Site,Year,Date,Plot,Location,Snow_cover,Water_cover,Land_cover,Total_cover,Observer,Notes,total_clean,.default
barr,2011,31-May-11,brw2,f8,10,10,80,100,bhill,NA,100,NA
barr,2011,31-May-11,brw2,h10,45,5,50,100,bhill,NA,100,NA
barr,2011,31-May-11,brw2,h12,85,NA,15,100,bhill,NA,100,NA
barr,2011,31-May-11,brw2,h2,15,5,80,100,bhill,NA,100,NA
barr,2011,31-May-11,brw2,h4,45,5,50,100,bhill,NA,100,NA
barr,2011,31-May-11,brw2,h6,5,10,85,100,bhill,NA,100,NA
barr,2011,31-May-11,brw2,h8,5,15,80,100,bhill,NA,100,NA
barr,2011,31-May-11,brw2,j10,30,40,30,100,bhill,NA,100,NA
barr,2011,31-May-11,brw2,j12,60,NA,40,100,bhill,NA,100,NA
barr,2011,31-May-11,brw2,j2,20,10,70,100,bhill,NA,100,NA
barr,2011,31-May-11,brw2,j4,10,5,85,100,bhill,NA,100,NA
barr,2011,31-May-11,brw2,j6,10,10,80,100,bhill,NA,100,NA
barr,2011,31-May-11,brw2,j8,40,NA,60,100,bhill,NA,100,NA
barr,2011,31-May-11,brw2,l10,30,40,30,100,bhill,NA,100,NA
barr,2011,31-May-11,brw2,l12,25,20,55,100,bhill,NA,100,NA
barr,2011,31-May-11,brw2,l2,50,5,45,100,bhill,NA,100,NA
barr,2011,31-May-11,brw2,l4,40,NA,60,100,bhill,NA,100,NA
barr,2011,31-May-11,brw2,l6,10,5,85,100,bhill,NA,100,NA
barr,2011,31-May-11,brw2,l8,75,NA,25,100,bhill,NA,100,NA
barr,2011,31-May-11,brw1,b10,25,60,15,100,jcunningham,NA,100,NA
barr,2011,31-May-11,brw1,b12,30,65,5,100,jcunningham,NA,100,NA
barr,2011,31-May-11,brw1,b2,30,30,40,100,jcunningham,NA,100,NA
barr,2011,31-May-11,brw1,b4,55,30,15,100,jcunningham,NA,100,NA
barr,2011,31-May-11,brw1,b6,30,60,10,100,jcunningham,NA,100,NA
barr,2011,31-May-11,brw1,b8,50,35,15,100,jcunningham,NA,100,NA
barr,2011,31-May-11,brw1,d10,25,75,NA,100,jcunningham,NA,100,NA
barr,2011,31-May-11,brw1,d12,15,85,NA,100,jcunningham,NA,100,NA
barr,2011,31-May-11,brw1,d2,65,25,10,100,jcunningham,NA,100,NA
barr,2011,31-May-11,brw1,d4,45,45,10,100,jcunningham,NA,100,NA
barr,2011,31-May-11,brw1,d6,40,40,20,100,jcunningham,NA,100,NA
barr,2011,31-May-11,brw1,d8,55,30,15,100,jcunningham,NA,100,NA
barr,2011,31-May-11,brw1,f10,30,60,10,100,jcunningham,NA,100,NA
barr,2011,31-May-11,brw1,f12,25,60,15,100,jcunningham,NA,100,NA
barr,2011,31-May-11,brw1,f2,60,30,10,100,jcunningham,NA,100,NA
barr,2011,31-May-11,brw1,f4,45,45,10,100,jcunningham,NA,100,NA
barr,2011,31-May-11,brw1,f6,70,25,5,100,jcunningham,NA,100,NA
barr,2011,31-May-11,brw1,f8,35,60,5,100,jcunningham,NA,100,NA
barr,2011,31-May-11,brw1,h10,40,50,10,100,jcunningham,NA,100,NA
barr,2011,31-May-11,brw1,h12,20,60,20,100,jcunningham,NA,100,NA
barr,2011,31-May-11,brw1,h2,80,5,15,100,jcunningham,NA,100,NA
barr,2011,31-May-11,brw1,h4,35,60,5,100,jcunningham,NA,100,NA
barr,2011,31-May-11,brw1,h6,40,35,25,100,jcunningham,NA,100,NA
barr,2011,31-May-11,brw1,h8,35,65,NA,100,jcunningham,NA,100,NA
barr,2011,31-May-11,brw1,j10,25,70,5,100,jcunningham,NA,100,NA
barr,2011,31-May-11,brw1,j12,35,65,NA,100,jcunningham,NA,100,NA
barr,2011,31-May-11,brw1,j2,80,5,15,100,jcunningham,NA,100,NA
barr,2011,31-May-11,brw1,j4,50,20,30,100,jcunningham,NA,100,NA
barr,2011,31-May-11,brw1,j6,40,25,35,100,jcunningham,NA,100,NA
barr,2011,31-May-11,brw1,j8,50,40,10,100,jcunningham,NA,100,NA
barr,2011,31-May-11,brw1,l10,10,90,NA,100,jcunningham,NA,100,NA
barr,2011,31-May-11,brw1,l12,20,80,NA,100,jcunningham,NA,100,NA
barr,2011,31-May-11,brw1,l2,40,25,35,100,jcunningham,NA,100,NA
barr,2011,31-May-11,brw1,l4,60,25,15,100,jcunningham,NA,100,NA
barr,2011,31-May-11,brw1,l6,40,45,15,100,jcunningham,NA,100,NA
barr,2011,31-May-11,brw1,l8,25,75,NA,100,jcunningham,NA,100,NA
barr,2011,31-May-11,brw5,b10,60,NA,40,100,pherzog,NA,100,NA
barr,2011,31-May-11,brw5,b12,60,NA,40,100,pherzog,NA,100,NA
barr,2011,31-May-11,brw5,b2,95,NA,5,100,pherzog,NA,100,NA
barr,2011,31-May-11,brw5,b4,50,5,45,100,pherzog,NA,100,NA
barr,2011,31-May-11,brw5,b6,85,NA,15,100,pherzog,NA,100,NA
barr,2011,31-May-11,brw5,b8,80,NA,20,100,pherzog,NA,100,NA
barr,2011,31-May-11,brw5,d10,70,NA,30,100,pherzog,NA,100,NA
barr,2011,31-May-11,brw5,d12,90,NA,10,100,pherzog,NA,100,NA
barr,2011,31-May-11,brw5,d2,90,5,5,100,pherzog,NA,100,NA
barr,2011,31-May-11,brw5,d4,90,NA,10,100,pherzog,NA,100,NA
barr,2011,31-May-11,brw5,d6,20,NA,80,100,pherzog,NA,100,NA
barr,2011,31-May-11,brw5,d8,80,NA,20,100,pherzog,NA,100,NA
barr,2011,31-May-11,brw5,f10,40,NA,60,100,pherzog,NA,100,NA
barr,2011,31-May-11,brw5,f12,75,NA,25,100,pherzog,NA,100,NA
barr,2011,31-May-11,brw5,f2,70,30,NA,100,pherzog,NA,100,NA
barr,2011,31-May-11,brw5,f4,70,5,25,100,pherzog,NA,100,NA
barr,2011,31-May-11,brw5,f6,60,NA,40,100,pherzog,NA,100,NA
barr,2011,31-May-11,brw5,f8,60,NA,40,100,pherzog,NA,100,NA
barr,2011,31-May-11,brw5,h10,80,5,15,100,pherzog,NA,100,NA
barr,2011,31-May-11,brw5,h12,70,NA,30,100,pherzog,NA,100,NA
barr,2011,31-May-11,brw5,h2,50,NA,50,100,pherzog,NA,100,NA
barr,2011,31-May-11,brw5,h4,65,NA,35,100,pherzog,NA,100,NA
barr,2011,31-May-11,brw5,h6,60,NA,40,100,pherzog,NA,100,NA
barr,2011,31-May-11,brw5,h8,80,NA,20,100,pherzog,NA,100,NA
barr,2011,31-May-11,brw5,j10,80,NA,20,100,pherzog,NA,100,NA
barr,2011,31-May-11,brw5,j12,90,NA,10,100,pherzog,NA,100,NA
barr,2011,31-May-11,brw5,j2,40,NA,60,100,pherzog,NA,100,NA
barr,2011,31-May-11,brw5,j4,80,NA,20,100,pherzog,NA,100,NA
barr,2011,31-May-11,brw5,j6,65,NA,35,100,pherzog,NA,100,NA
barr,2011,31-May-11,brw5,j8,80,NA,20,100,pherzog,NA,100,NA
barr,2011,31-May-11,brw5,l10,85,NA,15,100,pherzog,NA,100,NA
barr,2011,31-May-11,brw5,l12,90,NA,10,100,pherzog,NA,100,NA
barr,2011,31-May-11,brw5,l2,90,NA,10,100,pherzog,NA,100,NA
barr,2011,31-May-11,brw5,l4,85,5,10,100,pherzog,NA,100,NA
barr,2011,31-May-11,brw5,l6,80,NA,20,100,pherzog,NA,100,NA
barr,2011,31-May-11,brw5,l8,80,NA,20,100,pherzog,NA,100,NA
barr,2011,2-Jun-11,brw6,b10,10,10,80,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw6,b12,50,NA,50,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw6,b2,50,NA,50,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw6,b4,50,NA,50,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw6,b6,95,NA,5,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw6,b8,20,5,75,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw6,d10,40,10,50,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw6,d12,40,NA,60,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw6,d2,NA,NA,100,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw6,d4,NA,10,90,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw6,d6,90,NA,10,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw6,d8,10,30,60,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw6,f10,20,10,70,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw6,f12,20,NA,80,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw6,f2,NA,10,90,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw6,f4,NA,20,80,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw6,f6,NA,NA,100,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw6,f8,100,NA,NA,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw6,h10,30,10,60,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw6,h12,5,5,90,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw6,h2,NA,5,95,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw6,h4,NA,20,80,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw6,h6,NA,NA,100,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw6,h8,80,NA,20,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw6,j10,10,50,40,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw6,j12,5,10,85,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw6,j2,NA,NA,NA,NA,abankert,NA,NA,NA
barr,2011,2-Jun-11,brw6,j4,NA,NA,NA,NA,abankert,NA,NA,NA
barr,2011,2-Jun-11,brw6,j6,NA,NA,100,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw6,j8,10,NA,90,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw6,l10,100,NA,NA,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw6,l12,20,NA,80,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw6,l2,NA,NA,NA,NA,abankert,NA,NA,NA
barr,2011,2-Jun-11,brw6,l4,NA,NA,NA,NA,abankert,NA,NA,NA
barr,2011,2-Jun-11,brw6,l6,NA,NA,NA,NA,abankert,NA,NA,NA
barr,2011,2-Jun-11,brw6,l8,NA,NA,100,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw8,b10,90,NA,10,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw8,b12,50,20,30,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw8,b2,50,40,10,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw8,b4,40,10,50,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw8,b6,20,10,70,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw8,b8,20,10,70,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw8,d10,30,10,60,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw8,d12,20,NA,80,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw8,d2,30,40,30,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw8,d4,50,10,40,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw8,d6,10,NA,90,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw8,d8,60,NA,40,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw8,f10,30,30,40,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw8,f12,30,30,40,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw8,f2,50,10,40,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw8,f4,50,30,20,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw8,f6,20,10,70,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw8,f8,40,NA,60,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw8,h10,70,10,20,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw8,h12,40,30,30,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw8,h2,40,20,40,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw8,h4,40,40,20,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw8,h6,50,10,40,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw8,h8,50,10,40,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw8,j10,30,10,60,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw8,j12,30,30,40,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw8,j2,20,60,20,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw8,j4,60,10,30,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw8,j6,40,30,30,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw8,j8,20,10,70,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw8,l10,30,10,60,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw8,l12,10,10,80,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw8,l2,15,5,80,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw8,l4,80,NA,20,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw8,l6,80,NA,20,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw8,l8,70,5,25,100,abankert,NA,100,NA
barr,2011,2-Jun-11,brw1,b10,85,5,10,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw1,b12,90,5,5,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw1,b2,70,5,25,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw1,b4,70,5,25,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw1,b6,85,NA,15,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw1,b8,90,NA,10,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw1,d10,95,NA,5,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw1,d12,90,5,5,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw1,d2,45,15,40,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw1,d4,25,70,5,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw1,d6,20,20,60,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw1,d8,90,NA,10,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw1,f10,95,NA,5,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw1,f12,90,NA,10,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw1,f2,80,5,15,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw1,f4,20,65,15,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw1,f6,55,30,15,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw1,f8,90,NA,10,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw1,h10,40,10,50,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw1,h12,60,10,30,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw1,h2,90,5,5,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw1,h4,60,20,20,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw1,h6,40,45,15,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw1,h8,100,NA,NA,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw1,j10,80,NA,20,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw1,j12,50,40,10,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw1,j2,60,NA,40,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw1,j4,80,NA,20,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw1,j6,50,5,45,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw1,j8,60,NA,40,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw1,l10,10,70,20,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw1,l12,20,65,15,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw1,l2,50,NA,50,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw1,l4,50,NA,50,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw1,l6,40,NA,60,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw1,l8,20,5,75,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw2,b10,70,NA,30,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw2,b12,95,NA,5,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw2,b2,10,NA,90,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw2,b4,20,NA,80,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw2,b6,40,NA,60,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw2,b8,40,NA,60,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw2,d10,30,NA,70,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw2,d12,15,5,80,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw2,d2,NA,NA,100,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw2,d4,10,NA,90,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw2,d6,5,10,85,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw2,d8,20,NA,80,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw2,f10,20,NA,80,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw2,f12,60,NA,40,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw2,f2,20,NA,80,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw2,f4,30,NA,70,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw2,f6,40,NA,60,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw2,f8,30,NA,70,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw2,h10,75,NA,25,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw2,h12,75,NA,25,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw2,h2,45,NA,55,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw2,h4,60,NA,40,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw2,h6,10,5,85,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw2,h8,30,NA,70,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw2,j10,75,NA,25,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw2,j12,70,NA,30,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw2,j2,50,NA,50,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw2,j4,30,NA,70,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw2,j6,10,10,80,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw2,j8,50,NA,50,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw2,l10,50,NA,50,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw2,l12,50,NA,50,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw2,l2,65,NA,35,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw2,l4,35,NA,65,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw2,l6,40,NA,60,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw2,l8,30,NA,70,100,bhill,NA,100,NA
barr,2011,2-Jun-11,brw3,b10,40,50,10,100,jcunningham,NA,100,NA
barr,2011,2-Jun-11,brw3,b12,25,15,60,100,jcunningham,NA,100,NA
barr,2011,2-Jun-11,brw3,b2,45,20,35,100,jcunningham,NA,100,NA
barr,2011,2-Jun-11,brw3,b4,60,5,35,100,jcunningham,NA,100,NA
barr,2011,2-Jun-11,brw3,b6,75,NA,25,100,jcunningham,NA,100,NA
barr,2011,2-Jun-11,brw3,b8,45,15,40,100,jcunningham,NA,100,NA
barr,2011,2-Jun-11,brw3,d10,35,60,5,100,jcunningham,NA,100,NA
barr,2011,2-Jun-11,brw3,d12,40,30,30,100,jcunningham,NA,100,NA
barr,2011,2-Jun-11,brw3,d2,60,5,35,100,jcunningham,NA,100,NA
barr,2011,2-Jun-11,brw3,d4,70,NA,30,100,jcunningham,NA,100,NA
barr,2011,2-Jun-11,brw3,d6,80,NA,20,100,jcunningham,NA,100,NA
barr,2011,2-Jun-11,brw3,d8,80,5,15,100,jcunningham,NA,100,NA
barr,2011,2-Jun-11,brw3,f10,55,40,5,100,jcunningham,NA,100,NA
barr,2011,2-Jun-11,brw3,f12,75,15,10,100,jcunningham,NA,100,NA
barr,2011,2-Jun-11,brw3,f2,70,5,25,100,jcunningham,NA,100,NA
barr,2011,2-Jun-11,brw3,f4,60,5,35,100,jcunningham,NA,100,NA
barr,2011,2-Jun-11,brw3,f6,NA,NA,NA,NA,jcunningham,NA,NA,NA
barr,2011,2-Jun-11,brw3,f8,85,NA,15,100,jcunningham,NA,100,NA
barr,2011,2-Jun-11,brw3,h10,85,5,10,100,jcunningham,NA,100,NA
barr,2011,2-Jun-11,brw3,h12,80,5,15,100,jcunningham,NA,100,NA
barr,2011,2-Jun-11,brw3,h2,85,5,10,100,jcunningham,NA,100,NA
barr,2011,2-Jun-11,brw3,h4,65,NA,35,100,jcunningham,NA,100,NA
barr,2011,2-Jun-11,brw3,h6,35,5,60,100,jcunningham,NA,100,NA
barr,2011,2-Jun-11,brw3,h8,90,NA,10,100,jcunningham,NA,100,NA
barr,2011,2-Jun-11,brw3,j10,95,5,NA,100,jcunningham,NA,100,NA
barr,2011,2-Jun-11,brw3,j12,50,20,30,100,jcunningham,NA,100,NA
barr,2011,2-Jun-11,brw3,j2,60,40,NA,100,jcunningham,NA,100,NA
barr,2011,2-Jun-11,brw3,j4,80,5,15,100,jcunningham,NA,100,NA
barr,2011,2-Jun-11,brw3,j6,50,20,30,100,jcunningham,NA,100,NA
barr,2011,2-Jun-11,brw3,j8,50,10,40,100,jcunningham,NA,100,NA
barr,2011,2-Jun-11,brw3,l10,65,5,30,100,jcunningham,NA,100,NA
barr,2011,2-Jun-11,brw3,l12,50,25,25,100,jcunningham,NA,100,NA
barr,2011,2-Jun-11,brw3,l2,50,50,NA,100,jcunningham,NA,100,NA
barr,2011,2-Jun-11,brw3,l4,60,NA,40,100,jcunningham,NA,100,NA
barr,2011,2-Jun-11,brw3,l6,60,NA,40,100,jcunningham,NA,100,NA
barr,2011,2-Jun-11,brw3,l8,45,20,35,100,jcunningham,NA,100,NA
barr,2011,3-Jun-11,brw5,b10,70,NA,30,100,adoll,NA,100,NA
barr,2011,3-Jun-11,brw5,b12,60,NA,40,100,adoll,NA,100,NA
barr,2011,3-Jun-11,brw5,b2,100,NA,NA,100,adoll,NA,100,NA
barr,2011,3-Jun-11,brw5,b4,80,NA,20,100,adoll,NA,100,NA
barr,2011,3-Jun-11,brw5,b6,90,NA,10,100,adoll,NA,100,NA
barr,2011,3-Jun-11,brw5,b8,80,NA,20,100,adoll,NA,100,NA
barr,2011,3-Jun-11,brw5,d10,70,NA,30,100,adoll,NA,100,NA
barr,2011,3-Jun-11,brw5,d12,90,NA,10,100,adoll,NA,100,NA
barr,2011,3-Jun-11,brw5,d2,95,NA,5,100,adoll,NA,100,NA
barr,2011,3-Jun-11,brw5,d4,95,NA,5,100,adoll,NA,100,NA
barr,2011,3-Jun-11,brw5,d6,20,NA,80,100,adoll,NA,100,NA
barr,2011,3-Jun-11,brw5,d8,75,NA,25,100,adoll,NA,100,NA
barr,2011,3-Jun-11,brw5,f10,50,NA,50,100,adoll,NA,100,NA
barr,2011,3-Jun-11,brw5,f12,85,NA,15,100,adoll,NA,100,NA
barr,2011,3-Jun-11,brw5,f2,100,NA,NA,100,adoll,NA,100,NA
barr,2011,3-Jun-11,brw5,f4,75,NA,25,100,adoll,NA,100,NA
barr,2011,3-Jun-11,brw5,f6,65,NA,35,100,adoll,NA,100,NA
barr,2011,3-Jun-11,brw5,f8,75,NA,25,100,adoll,NA,100,NA
barr,2011,3-Jun-11,brw5,h10,90,NA,10,100,adoll,NA,100,NA
barr,2011,3-Jun-11,brw5,h12,25,NA,75,100,adoll,NA,100,NA
barr,2011,3-Jun-11,brw5,h2,80,NA,20,100,adoll,NA,100,NA
barr,2011,3-Jun-11,brw5,h4,85,NA,15,100,adoll,NA,100,NA
barr,2011,3-Jun-11,brw5,h6,70,5,25,100,adoll,NA,100,NA
barr,2011,3-Jun-11,brw5,h8,95,NA,5,100,adoll,NA,100,NA
barr,2011,3-Jun-11,brw5,j10,85,NA,15,100,adoll,NA,100,NA
barr,2011,3-Jun-11,brw5,j12,90,NA,10,100,adoll,NA,100,NA
barr,2011,3-Jun-11,brw5,j2,50,NA,50,100,adoll,NA,100,NA
barr,2011,3-Jun-11,brw5,j4,90,NA,10,100,adoll,NA,100,NA
barr,2011,3-Jun-11,brw5,j6,75,NA,25,100,adoll,NA,100,NA
barr,2011,3-Jun-11,brw5,j8,85,NA,15,100,adoll,NA,100,NA
barr,2011,3-Jun-11,brw5,l10,85,NA,15,100,adoll,NA,100,NA
barr,2011,3-Jun-11,brw5,l12,95,NA,5,100,adoll,NA,100,NA
barr,2011,3-Jun-11,brw5,l2,80,NA,20,100,adoll,NA,100,NA
barr,2011,3-Jun-11,brw5,l4,95,NA,5,100,adoll,NA,100,NA
barr,2011,3-Jun-11,brw5,l6,80,NA,20,100,adoll,NA,100,NA
barr,2011,3-Jun-11,brw5,l8,80,NA,20,100,adoll,NA,100,NA
barr,2011,4-Jun-11,brw6,b10,10,20,70,100,abankert,NA,100,NA
barr,2011,4-Jun-11,brw6,b12,30,10,60,100,abankert,NA,100,NA
barr,2011,4-Jun-11,brw6,b2,20,20,60,100,abankert,NA,100,NA
barr,2011,4-Jun-11,brw6,b4,70,NA,30,100,abankert,NA,100,NA
barr,2011,4-Jun-11,brw6,b6,90,NA,10,100,abankert,NA,100,NA
barr,2011,4-Jun-11,brw6,b8,10,10,80,100,abankert,NA,100,NA
barr,2011,4-Jun-11,brw6,d10,20,10,70,100,abankert,NA,100,NA
barr,2011,4-Jun-11,brw6,d12,30,10,60,100,abankert,NA,100,NA
barr,2011,4-Jun-11,brw6,d2,NA,NA,100,100,abankert,NA,100,NA
barr,2011,4-Jun-11,brw6,d4,NA,NA,100,100,abankert,NA,100,NA
barr,2011,4-Jun-11,brw6,d6,70,NA,30,100,abankert,NA,100,NA
barr,2011,4-Jun-11,brw6,d8,40,10,50,100,abankert,NA,100,NA
barr,2011,4-Jun-11,brw6,f10,20,NA,80,100,abankert,NA,100,NA
barr,2011,4-Jun-11,brw6,f12,10,10,80,100,abankert,NA,100,NA
barr,2011,4-Jun-11,brw6,f2,NA,5,95,100,abankert,NA,100,NA
barr,2011,4-Jun-11,brw6,f4,NA,10,90,100,abankert,NA,100,NA
barr,2011,4-Jun-11,brw6,f6,NA,NA,100,100,abankert,NA,100,NA
barr,2011,4-Jun-11,brw6,f8,100,NA,NA,100,abankert,NA,100,NA
barr,2011,4-Jun-11,brw6,h10,20,10,70,100,abankert,NA,100,NA
barr,2011,4-Jun-11,brw6,h12,NA,10,90,100,abankert,NA,100,NA
barr,2011,4-Jun-11,brw6,h2,NA,5,95,100,abankert,NA,100,NA
barr,2011,4-Jun-11,brw6,h4,NA,30,70,100,abankert,NA,100,NA
barr,2011,4-Jun-11,brw6,h6,NA,NA,100,100,abankert,NA,100,NA
barr,2011,4-Jun-11,brw6,h8,80,NA,20,100,abankert,NA,100,NA
barr,2011,4-Jun-11,brw6,j10,30,20,50,100,abankert,NA,100,NA
barr,2011,4-Jun-11,brw6,j12,NA,20,80,100,abankert,NA,100,NA
barr,2011,4-Jun-11,brw6,j2,NA,NA,NA,NA,abankert,NA,NA,NA
